('6677f9697acf35542d8eeb54', 'WRO', 'TZL', 100, '2024-06-25', '04:39:00', 'Air France', '9 hours', 352)
('6677f98f7acf35542d8ef202', 'MDL', 'HLA', 100, '2024-06-30', '16:54:00', 'EasyJet', '2 hours', 139)
('6677f98f7acf35542d8ef207', 'KHE', 'HME', 100, '2024-07-02', '13:53:00', 'Ryanair', '3 hours', 233)
('6677f98f7acf35542d8ef20c', 'WUH', 'CRA', 100, '2024-07-03', '11:46:00', 'Air France', '7 hours', 345)
('6677f98f7acf35542d8ef20d', 'WUH', 'OAK', 100, '2024-06-24', '20:20:00', 'Ryanair', '5 hours', 218)
('6677f98f7acf35542d8ef20e', 'WUH', 'LCK', 100, '2024-06-30', '13:37:00', 'EasyJet', '5 hours', 133)
('6677f9907acf35542d8ef211', 'PHE', 'OMR', 100, '2024-07-01', '06:15:00', 'Air France', '7 hours', 275)
('6677f9907acf35542d8ef212', 'PHE', 'TXC', 100, '2024-06-24', '22:29:00', 'Air France', '1 hours', 213)
('6677f9907acf35542d8ef213', 'PHE', 'BSA', 100, '2024-06-24', '18:12:00', 'Ryanair', '2 hours', 472)
('6677f9907acf35542d8ef214', 'PHE', 'OUA', 100, '2024-07-02', '12:50:00', 'British Airways', '14 hours', 411)
('6677f9907acf35542d8ef216', 'MKQ', 'HIK', 100, '2024-06-29', '16:55:00', 'British Airways', '9 hours', 247)
('6677f9907acf35542d8ef217', 'MKQ', 'MUN', 100, '2024-07-03', '19:02:00', 'Ryanair', '6 hours', 235)
('6677f9907acf35542d8ef218', 'MKQ', 'PDP', 100, '2024-06-27', '06:36:00', 'British Airways', '12 hours', 172)
('6677f9907acf35542d8ef21b', 'MXP', 'CDG', 100, '2024-06-26', '05:39:00', 'Ryanair', '11 hours', 419)
('6677f9907acf35542d8ef21c', 'MXP', 'PMV', 100, '2024-06-26', '07:59:00', 'EasyJet', '8 hours', 362)
('6677f9907acf35542d8ef220', 'SKB', 'EIN', 100, '2024-07-03', '01:07:00', 'EasyJet', '13 hours', 162)
('6677f9907acf35542d8ef221', 'SKB', 'MVD', 100, '2024-06-27', '19:06:00', 'Ryanair', '9 hours', 476)
('6677f9907acf35542d8ef225', 'CAN', 'ETZ', 100, '2024-07-03', '02:08:00', 'Ryanair', '2 hours', 270)
('6677f9907acf35542d8ef226', 'CAN', 'LCK', 100, '2024-06-25', '19:58:00', 'Air France', '6 hours', 393)
('6677f9907acf35542d8ef227', 'CAN', 'ZAZ', 100, '2024-06-30', '04:33:00', 'Ryanair', '3 hours', 479)
('6677f9907acf35542d8ef228', 'CAN', 'HBE', 100, '2024-06-26', '18:55:00', 'EasyJet', '5 hours', 351)
('6677f9907acf35542d8ef22a', 'BLR', 'HIK', 100, '2024-06-30', '18:11:00', 'Ryanair', '10 hours', 410)
('6677f9907acf35542d8ef22b', 'BLR', 'AHO', 100, '2024-07-02', '07:38:00', 'Ryanair', '10 hours', 464)
('6677f9907acf35542d8ef22c', 'BLR', 'ONT', 100, '2024-06-24', '08:09:00', 'EasyJet', '10 hours', 48)
('6677f9907acf35542d8ef22d', 'BLR', 'KIH', 100, '2024-06-29', '14:14:00', 'Air France', '8 hours', 421)
('6677f9907acf35542d8ef22f', 'COK', 'YXE', 100, '2024-07-02', '07:03:00', 'Air France', '9 hours', 302)
('6677f9907acf35542d8ef230', 'COK', 'GNB', 100, '2024-06-27', '23:25:00', 'EasyJet', '3 hours', 217)
('6677f9907acf35542d8ef231', 'COK', 'RHO', 100, '2024-07-03', '14:34:00', 'Lufthansa', '5 hours', 490)
('6677f9917acf35542d8ef234', 'SLL', 'JOG', 100, '2024-06-27', '11:16:00', 'Lufthansa', '7 hours', 350)
('6677f9917acf35542d8ef235', 'SLL', 'HRI', 100, '2024-06-25', '23:46:00', 'Ryanair', '12 hours', 231)
('6677f9917acf35542d8ef236', 'SLL', 'VFA', 100, '2024-06-26', '10:19:00', 'EasyJet', '9 hours', 257)
('6677f9917acf35542d8ef237', 'SLL', 'BCU', 100, '2024-06-30', '18:38:00', 'EasyJet', '1 hours', 237)
('6677f9917acf35542d8ef239', 'KTW', 'OPO', 100, '2024-06-28', '21:00:00', 'British Airways', '10 hours', 342)
('6677f9917acf35542d8ef23a', 'KTW', 'LXR', 100, '2024-06-25', '02:08:00', 'Air France', '7 hours', 39)
('6677f9917acf35542d8ef23b', 'KTW', 'KWI', 100, '2024-06-28', '22:20:00', 'Ryanair', '7 hours', 56)
('6677f9917acf35542d8ef23e', 'TKU', 'LJU', 100, '2024-06-28', '06:57:00', 'British Airways', '1 hours', 311)
('6677f9917acf35542d8ef243', 'LGW', 'SSH', 100, '2024-06-28', '18:39:00', 'British Airways', '3 hours', 226)
('6677f9917acf35542d8ef244', 'LGW', 'RAK', 100, '2024-06-25', '21:44:00', 'EasyJet', '10 hours', 213)
('6677f9917acf35542d8ef245', 'LGW', 'BCN', 100, '2024-07-02', '12:37:00', 'Lufthansa', '14 hours', 349)
('6677f9917acf35542d8ef246', 'LGW', 'PFO', 100, '2024-06-30', '11:00:00', 'Ryanair', '7 hours', 395)
('6677f9917acf35542d8ef248', 'LIL', 'DEN', 100, '2024-06-30', '06:56:00', 'Lufthansa', '2 hours', 284)
('6677f9917acf35542d8ef249', 'LIL', 'PUY', 100, '2024-07-02', '10:28:00', 'EasyJet', '1 hours', 105)
('6677f9917acf35542d8ef24a', 'LIL', 'POS', 100, '2024-06-26', '16:43:00', 'Ryanair', '2 hours', 237)
('6677f9917acf35542d8ef24d', 'AZR', 'HER', 100, '2024-07-02', '13:38:00', 'Air France', '1 hours', 403)
('6677f9917acf35542d8ef24e', 'AZR', 'SEA', 100, '2024-07-02', '15:35:00', 'British Airways', '5 hours', 466)
('6677f9917acf35542d8ef24f', 'AZR', 'SHA', 100, '2024-07-02', '10:19:00', 'Air France', '1 hours', 372)
('6677f9917acf35542d8ef252', 'INI', 'CJS', 100, '2024-07-01', '20:12:00', 'Lufthansa', '14 hours', 246)
('6677f9917acf35542d8ef253', 'INI', 'LEI', 100, '2024-07-03', '02:54:00', 'Air France', '3 hours', 95)
('6677f9917acf35542d8ef257', 'BFN', 'FLL', 100, '2024-06-29', '08:33:00', 'Air France', '11 hours', 190)
('6677f9927acf35542d8ef25c', 'DLA', 'BCN', 100, '2024-06-28', '17:15:00', 'Lufthansa', '8 hours', 50)
('6677f9927acf35542d8ef25d', 'DLA', 'XRY', 100, '2024-06-28', '15:20:00', 'Ryanair', '2 hours', 414)
('6677f9927acf35542d8ef25e', 'DLA', 'CQD', 100, '2024-06-29', '05:23:00', 'Air France', '5 hours', 147)
('6677f9927acf35542d8ef261', 'ORK', 'RIY', 100, '2024-06-27', '05:49:00', 'Ryanair', '13 hours', 226)
('6677f9927acf35542d8ef262', 'ORK', 'SYD', 100, '2024-06-27', '11:47:00', 'Ryanair', '12 hours', 327)
('6677f9927acf35542d8ef266', 'CUR', 'MST', 100, '2024-06-28', '10:19:00', 'EasyJet', '11 hours', 391)
('6677f9927acf35542d8ef267', 'CUR', 'RVN', 100, '2024-06-27', '21:54:00', 'Lufthansa', '13 hours', 461)
('6677f9927acf35542d8ef26b', 'SJW', 'CYO', 100, '2024-06-30', '12:50:00', 'British Airways', '5 hours', 325)
('6677f9927acf35542d8ef26c', 'SJW', 'ATI', 100, '2024-06-25', '10:53:00', 'Lufthansa', '13 hours', 103)
('6677f9927acf35542d8ef26d', 'SJW', 'OSI', 100, '2024-06-24', '19:35:00', 'British Airways', '7 hours', 243)
('6677f9927acf35542d8ef26e', 'SJW', 'GLA', 100, '2024-06-24', '06:29:00', 'EasyJet', '13 hours', 304)
('6677f9927acf35542d8ef270', 'BGX', 'CZX', 100, '2024-06-27', '00:55:00', 'Air France', '9 hours', 381)
('6677f9937acf35542d8ef275', 'ORU', 'KGS', 100, '2024-06-25', '21:18:00', 'Ryanair', '12 hours', 368)
('6677f9937acf35542d8ef27a', 'BOS', 'LIS', 100, '2024-06-29', '00:46:00', 'EasyJet', '4 hours', 469)
('6677f9937acf35542d8ef27b', 'BOS', 'SUF', 100, '2024-07-03', '22:20:00', 'EasyJet', '9 hours', 275)
('6677f9937acf35542d8ef27c', 'BOS', 'IEG', 100, '2024-06-26', '18:05:00', 'British Airways', '14 hours', 281)
('6677f9937acf35542d8ef27f', 'JSI', 'CRL', 100, '2024-06-25', '14:03:00', 'Ryanair', '2 hours', 349)
('6677f9937acf35542d8ef284', 'PRN', 'PMV', 100, '2024-07-03', '03:02:00', 'Air France', '8 hours', 52)
('6677f9937acf35542d8ef285', 'PRN', 'FAI', 100, '2024-06-30', '14:55:00', 'Air France', '13 hours', 244)
('6677f9937acf35542d8ef289', 'TRU', 'PAC', 100, '2024-07-03', '23:17:00', 'Air France', '3 hours', 90)
('6677f9937acf35542d8ef28a', 'TRU', 'STI', 100, '2024-06-27', '07:08:00', 'British Airways', '3 hours', 42)
('6677f9937acf35542d8ef28e', 'PEK', 'TRU', 100, '2024-07-02', '06:35:00', 'EasyJet', '4 hours', 375)
('6677f9937acf35542d8ef28f', 'PEK', 'ADB', 100, '2024-06-28', '08:08:00', 'EasyJet', '14 hours', 63)
('6677f9937acf35542d8ef293', 'ATQ', 'TKU', 100, '2024-06-26', '08:07:00', 'Lufthansa', '1 hours', 244)
('6677f9937acf35542d8ef294', 'ATQ', 'TAT', 100, '2024-06-27', '21:56:00', 'Air France', '11 hours', 131)
('6677f9937acf35542d8ef295', 'ATQ', 'PHE', 100, '2024-07-01', '06:31:00', 'Air France', '14 hours', 404)
('6677f9937acf35542d8ef296', 'ATQ', 'CFR', 100, '2024-06-26', '17:34:00', 'EasyJet', '4 hours', 463)
('6677f9937acf35542d8ef298', 'CHC', 'BYH', 100, '2024-07-02', '03:40:00', 'Lufthansa', '14 hours', 472)
('6677f9937acf35542d8ef29d', 'UTP', 'LCA', 100, '2024-06-29', '15:38:00', 'Air France', '2 hours', 134)
('6677f9937acf35542d8ef29e', 'UTP', 'CLJ', 100, '2024-07-03', '06:13:00', 'Air France', '10 hours', 143)
('6677f9937acf35542d8ef29f', 'UTP', 'BRE', 100, '2024-06-28', '04:52:00', 'Ryanair', '10 hours', 485)
('6677f9937acf35542d8ef2a0', 'UTP', 'MFR', 100, '2024-07-01', '08:39:00', 'Lufthansa', '5 hours', 260)
('6677f9937acf35542d8ef2a2', 'DJG', 'PDP', 100, '2024-06-29', '19:43:00', 'Lufthansa', '4 hours', 231)
('6677f9937acf35542d8ef2a3', 'DJG', 'EAS', 100, '2024-07-01', '21:15:00', 'Ryanair', '1 hours', 198)
('6677f9937acf35542d8ef2a4', 'DJG', 'TKU', 100, '2024-06-30', '03:31:00', 'British Airways', '13 hours', 369)
('6677f9937acf35542d8ef2a5', 'DJG', 'LIG', 100, '2024-06-29', '06:11:00', 'Ryanair', '2 hours', 429)
('6677f9947acf35542d8ef2a7', 'ICN', 'MUN', 100, '2024-07-01', '12:27:00', 'Lufthansa', '2 hours', 338)
('6677f9947acf35542d8ef2ac', 'XUZ', 'SKV', 100, '2024-06-30', '00:20:00', 'Lufthansa', '13 hours', 447)
('6677f9947acf35542d8ef2b1', 'INC', 'HER', 100, '2024-07-03', '08:04:00', 'British Airways', '5 hours', 46)
('6677f9947acf35542d8ef2b2', 'INC', 'STN', 100, '2024-06-27', '14:52:00', 'Lufthansa', '2 hours', 356)
('6677f9947acf35542d8ef2b3', 'INC', 'ZAH', 100, '2024-06-27', '22:32:00', 'Lufthansa', '6 hours', 433)
('6677f9947acf35542d8ef2b6', 'TRN', 'AUS', 100, '2024-06-24', '23:55:00', 'Ryanair', '12 hours', 306)
('6677f9947acf35542d8ef2bb', 'CJS', 'CHS', 100, '2024-06-30', '05:48:00', 'Lufthansa', '6 hours', 427)
('6677f9947acf35542d8ef2bc', 'CJS', 'VFA', 100, '2024-07-02', '05:18:00', 'British Airways', '3 hours', 117)
('6677f9947acf35542d8ef2c0', 'PTG', 'TXN', 100, '2024-06-27', '07:40:00', 'Air France', '2 hours', 131)
('6677f9947acf35542d8ef2c1', 'PTG', 'DJG', 100, '2024-06-25', '22:29:00', 'EasyJet', '9 hours', 343)
('6677f9947acf35542d8ef2c2', 'PTG', 'STL', 100, '2024-07-03', '13:47:00', 'Ryanair', '8 hours', 72)
('6677f9947acf35542d8ef2c5', 'HGH', 'CIY', 100, '2024-07-01', '10:53:00', 'Ryanair', '14 hours', 344)
('6677f9947acf35542d8ef2c6', 'HGH', 'NAP', 100, '2024-06-29', '07:51:00', 'Ryanair', '8 hours', 480)
('6677f9947acf35542d8ef2ca', 'PFO', 'BIO', 100, '2024-06-30', '09:33:00', 'Air France', '2 hours', 405)
('6677f9947acf35542d8ef2cb', 'PFO', 'AAP', 100, '2024-07-03', '23:18:00', 'British Airways', '4 hours', 233)
('6677f9957acf35542d8ef2cf', 'POS', 'DAC', 100, '2024-06-27', '18:20:00', 'EasyJet', '12 hours', 273)
('6677f9957acf35542d8ef2d4', 'MAR', 'MEL', 100, '2024-07-03', '07:55:00', 'Air France', '2 hours', 209)
('6677f9957acf35542d8ef2d5', 'MAR', 'COK', 100, '2024-06-26', '08:27:00', 'Air France', '10 hours', 429)
('6677f9957acf35542d8ef2d6', 'MAR', 'DXB', 100, '2024-07-03', '09:15:00', 'EasyJet', '5 hours', 368)
('6677f9957acf35542d8ef2d7', 'MAR', 'LPK', 100, '2024-06-25', '20:10:00', 'British Airways', '8 hours', 384)
('6677f9967acf35542d8ef2d9', 'UVF', 'PPS', 100, '2024-06-24', '22:40:00', 'Ryanair', '4 hours', 62)
('6677f9967acf35542d8ef2da', 'UVF', 'SUV', 100, '2024-07-02', '14:57:00', 'Lufthansa', '14 hours', 412)
('6677f9967acf35542d8ef2db', 'UVF', 'ATL', 100, '2024-07-02', '17:24:00', 'EasyJet', '3 hours', 392)
('6677f9967acf35542d8ef2dc', 'UVF', 'NIM', 100, '2024-06-26', '17:32:00', 'Ryanair', '8 hours', 132)
('6677f9967acf35542d8ef2de', 'DKR', 'PVG', 100, '2024-07-02', '12:50:00', 'Lufthansa', '8 hours', 335)
('6677f9967acf35542d8ef2df', 'DKR', 'SOF', 100, '2024-07-03', '11:27:00', 'Lufthansa', '6 hours', 213)
('6677f9967acf35542d8ef2e0', 'DKR', 'GSM', 100, '2024-06-27', '14:18:00', 'Lufthansa', '14 hours', 411)
('6677f9967acf35542d8ef2e3', 'MRS', 'MAA', 100, '2024-07-01', '17:28:00', 'Lufthansa', '4 hours', 351)
('6677f9967acf35542d8ef2e8', 'NCE', 'NNG', 100, '2024-07-01', '16:47:00', 'EasyJet', '8 hours', 448)
('6677f9967acf35542d8ef2e9', 'NCE', 'BON', 100, '2024-07-03', '20:47:00', 'EasyJet', '6 hours', 207)
('6677f9967acf35542d8ef2ed', 'XRY', 'BIQ', 100, '2024-06-27', '20:52:00', 'Air France', '5 hours', 420)
('6677f9967acf35542d8ef2ee', 'XRY', 'CAI', 100, '2024-06-28', '11:07:00', 'Air France', '7 hours', 385)
('6677f9967acf35542d8ef2f2', 'ZAD', 'CLT', 100, '2024-06-26', '15:29:00', 'Lufthansa', '2 hours', 403)
('6677f9967acf35542d8ef2f3', 'ZAD', 'OTP', 100, '2024-06-29', '03:43:00', 'Ryanair', '8 hours', 464)
('6677f9967acf35542d8ef2f4', 'ZAD', 'BEG', 100, '2024-06-28', '16:40:00', 'Air France', '4 hours', 439)
('6677f9967acf35542d8ef2f5', 'ZAD', 'UTP', 100, '2024-07-01', '02:07:00', 'Lufthansa', '4 hours', 103)
('6677f9967acf35542d8ef2f7', 'RIY', 'KUO', 100, '2024-06-30', '11:56:00', 'Air France', '10 hours', 338)
('6677f9967acf35542d8ef2f8', 'RIY', 'MAR', 100, '2024-07-02', '23:44:00', 'EasyJet', '7 hours', 96)
('6677f9967acf35542d8ef2f9', 'RIY', 'MCZ', 100, '2024-07-02', '05:49:00', 'Air France', '12 hours', 326)
('6677f9967acf35542d8ef2fa', 'RIY', 'EXT', 100, '2024-07-01', '07:43:00', 'Ryanair', '4 hours', 386)
('6677f9977acf35542d8ef2fc', 'FUE', 'GSM', 100, '2024-06-26', '03:21:00', 'Ryanair', '9 hours', 207)
('6677f9977acf35542d8ef2fd', 'FUE', 'PRN', 100, '2024-06-29', '19:46:00', 'Ryanair', '13 hours', 450)
('6677f9977acf35542d8ef301', 'SZY', 'OUD', 100, '2024-06-30', '18:08:00', 'British Airways', '13 hours', 496)
('6677f9977acf35542d8ef302', 'SZY', 'MSP', 100, '2024-07-03', '12:10:00', 'Ryanair', '1 hours', 95)
('6677f9977acf35542d8ef303', 'SZY', 'RJK', 100, '2024-07-02', '18:45:00', 'EasyJet', '8 hours', 143)
('6677f9977acf35542d8ef304', 'SZY', 'LPP', 100, '2024-06-30', '12:58:00', 'EasyJet', '5 hours', 427)
('6677f9977acf35542d8ef306', 'PVG', 'SAN', 100, '2024-06-25', '10:28:00', 'Air France', '7 hours', 240)
('6677f9977acf35542d8ef307', 'PVG', 'MSP', 100, '2024-07-02', '18:17:00', 'Ryanair', '8 hours', 471)
('6677f9977acf35542d8ef308', 'PVG', 'MBA', 100, '2024-07-01', '03:47:00', 'Lufthansa', '10 hours', 62)
('6677f9977acf35542d8ef30b', 'LCJ', 'PEE', 100, '2024-06-25', '15:34:00', 'Air France', '5 hours', 389)
('6677f9977acf35542d8ef30c', 'LCJ', 'LIH', 100, '2024-06-29', '15:24:00', 'British Airways', '13 hours', 117)
('6677f9977acf35542d8ef310', 'CZX', 'WAW', 100, '2024-06-30', '12:30:00', 'Ryanair', '6 hours', 465)
('6677f9977acf35542d8ef315', 'SRE', 'NTE', 100, '2024-06-29', '23:42:00', 'Lufthansa', '2 hours', 293)
('6677f9977acf35542d8ef316', 'SRE', 'CFK', 100, '2024-07-01', '22:47:00', 'EasyJet', '10 hours', 229)
('6677f9977acf35542d8ef317', 'SRE', 'ZAH', 100, '2024-07-02', '00:49:00', 'British Airways', '7 hours', 248)
('6677f9977acf35542d8ef318', 'SRE', 'ATI', 100, '2024-07-01', '17:25:00', 'British Airways', '4 hours', 70)
('6677f9977acf35542d8ef31a', 'MSW', 'TRS', 100, '2024-07-03', '12:29:00', 'Air France', '7 hours', 132)
('6677f9977acf35542d8ef31b', 'MSW', 'TLV', 100, '2024-07-03', '00:23:00', 'Lufthansa', '13 hours', 174)
('6677f9977acf35542d8ef31c', 'MSW', 'TOF', 100, '2024-06-24', '03:48:00', 'Air France', '14 hours', 135)
('6677f9977acf35542d8ef31f', 'HEL', 'LCG', 100, '2024-06-28', '07:14:00', 'Air France', '1 hours', 84)
('6677f9977acf35542d8ef324', 'SHA', 'AAL', 100, '2024-06-29', '01:58:00', 'EasyJet', '9 hours', 398)
('6677f9977acf35542d8ef325', 'SHA', 'KTM', 100, '2024-06-30', '22:24:00', 'Air France', '7 hours', 125)
('6677f9987acf35542d8ef329', 'QUO', 'RST', 100, '2024-06-27', '01:57:00', 'Lufthansa', '5 hours', 70)
('6677f9987acf35542d8ef32a', 'QUO', 'STN', 100, '2024-06-24', '22:01:00', 'Ryanair', '4 hours', 246)
('6677f9987acf35542d8ef32b', 'QUO', 'BON', 100, '2024-06-25', '05:22:00', 'Air France', '10 hours', 372)
('6677f9987acf35542d8ef32e', 'GHV', 'SBZ', 100, '2024-06-26', '08:31:00', 'EasyJet', '10 hours', 470)
('6677f9987acf35542d8ef333', 'LEJ', 'CFG', 100, '2024-06-26', '04:21:00', 'Air France', '2 hours', 167)
('6677f9987acf35542d8ef334', 'LEJ', 'SXB', 100, '2024-06-25', '15:18:00', 'EasyJet', '7 hours', 96)
('6677f9987acf35542d8ef338', 'SHE', 'SKV', 100, '2024-06-25', '07:21:00', 'Ryanair', '10 hours', 499)
('6677f9987acf35542d8ef339', 'SHE', 'SMR', 100, '2024-07-02', '15:52:00', 'EasyJet', '12 hours', 220)
('6677f9987acf35542d8ef33a', 'SHE', 'DXB', 100, '2024-06-30', '04:07:00', 'British Airways', '1 hours', 258)
('6677f9987acf35542d8ef33d', 'MAH', 'IAM', 100, '2024-07-01', '16:44:00', 'Air France', '4 hours', 294)
('6677f9987acf35542d8ef33e', 'MAH', 'UTH', 100, '2024-06-24', '08:51:00', 'Lufthansa', '12 hours', 362)
('6677f9987acf35542d8ef342', 'NNG', 'HBA', 100, '2024-07-02', '15:20:00', 'EasyJet', '1 hours', 90)
('6677f9987acf35542d8ef343', 'NNG', 'VFA', 100, '2024-06-24', '07:31:00', 'Ryanair', '9 hours', 77)
('6677f9987acf35542d8ef347', 'HKT', 'NKC', 100, '2024-06-24', '18:35:00', 'British Airways', '11 hours', 259)
('6677f9997acf35542d8ef34c', 'HBA', 'LXR', 100, '2024-06-29', '12:47:00', 'British Airways', '6 hours', 212)
('6677f9997acf35542d8ef351', 'ADD', 'RGN', 100, '2024-06-29', '03:14:00', 'British Airways', '4 hours', 344)
('6677f9997acf35542d8ef352', 'ADD', 'CGQ', 100, '2024-07-02', '05:04:00', 'EasyJet', '13 hours', 241)
('6677f9997acf35542d8ef353', 'ADD', 'IEG', 100, '2024-07-02', '01:37:00', 'Lufthansa', '1 hours', 378)
('6677f9997acf35542d8ef354', 'ADD', 'TAT', 100, '2024-06-30', '14:38:00', 'Lufthansa', '13 hours', 238)
('6677f9997acf35542d8ef356', 'CFG', 'AAL', 100, '2024-06-30', '18:04:00', 'Lufthansa', '9 hours', 318)
('6677f9997acf35542d8ef357', 'CFG', 'CLY', 100, '2024-06-28', '09:20:00', 'EasyJet', '2 hours', 258)
('6677f9997acf35542d8ef35b', 'KMG', 'SPN', 100, '2024-06-26', '19:10:00', 'Lufthansa', '8 hours', 188)
('6677f9997acf35542d8ef35c', 'KMG', 'WMI', 100, '2024-06-27', '15:45:00', 'British Airways', '12 hours', 322)
('6677f9997acf35542d8ef35d', 'KMG', 'XCH', 100, '2024-06-24', '18:31:00', 'EasyJet', '1 hours', 98)
('6677f9997acf35542d8ef360', 'FAE', 'STL', 100, '2024-06-26', '00:11:00', 'EasyJet', '12 hours', 438)
('6677f9997acf35542d8ef365', 'TFN', 'HRI', 100, '2024-06-28', '23:30:00', 'Air France', '5 hours', 465)
('6677f9997acf35542d8ef366', 'TFN', 'HBE', 100, '2024-07-03', '10:22:00', 'EasyJet', '1 hours', 358)
('6677f9997acf35542d8ef36a', 'MUC', 'RUH', 100, '2024-07-02', '12:18:00', 'Ryanair', '13 hours', 330)
('6677f9997acf35542d8ef36b', 'MUC', 'IKA', 100, '2024-06-24', '23:06:00', 'Air France', '11 hours', 450)
('6677f9997acf35542d8ef36f', 'STN', 'HRG', 100, '2024-07-03', '00:21:00', 'Ryanair', '10 hours', 337)
('6677f9997acf35542d8ef374', 'NRN', 'SLL', 100, '2024-06-29', '03:52:00', 'Lufthansa', '9 hours', 262)
('6677f9997acf35542d8ef375', 'NRN', 'NAN', 100, '2024-06-26', '22:34:00', 'Air France', '14 hours', 348)
('6677f9997acf35542d8ef376', 'NRN', 'MQT', 100, '2024-06-29', '15:16:00', 'British Airways', '11 hours', 112)
('6677f99a7acf35542d8ef379', 'MVB', 'MWZ', 100, '2024-06-25', '07:09:00', 'Lufthansa', '13 hours', 386)
('6677f99a7acf35542d8ef37a', 'MVB', 'FLN', 100, '2024-07-03', '15:48:00', 'Air France', '6 hours', 202)
('6677f99a7acf35542d8ef37e', 'PZO', 'DAR', 100, '2024-06-28', '15:55:00', 'Ryanair', '14 hours', 241)
('6677f99a7acf35542d8ef37f', 'PZO', 'KHN', 100, '2024-06-29', '00:13:00', 'Air France', '9 hours', 175)
('6677f99a7acf35542d8ef380', 'PZO', 'SYX', 100, '2024-07-01', '05:31:00', 'Air France', '8 hours', 374)
('6677f99a7acf35542d8ef383', 'SFO', 'SAI', 100, '2024-06-28', '16:06:00', 'EasyJet', '8 hours', 236)
('6677f99a7acf35542d8ef388', 'WUX', 'SHA', 100, '2024-06-26', '22:52:00', 'EasyJet', '13 hours', 447)
('6677f99a7acf35542d8ef389', 'WUX', 'MBJ', 100, '2024-07-01', '17:56:00', 'British Airways', '5 hours', 56)
('6677f99a7acf35542d8ef38a', 'WUX', 'PEG', 100, '2024-06-29', '16:10:00', 'Ryanair', '3 hours', 87)
('6677f99a7acf35542d8ef38d', 'SOC', 'KER', 100, '2024-07-01', '12:24:00', 'Lufthansa', '14 hours', 257)
('6677f99a7acf35542d8ef38e', 'SOC', 'FLL', 100, '2024-06-30', '02:45:00', 'Air France', '4 hours', 495)
('6677f99a7acf35542d8ef38f', 'SOC', 'TPS', 100, '2024-06-27', '03:56:00', 'EasyJet', '8 hours', 209)
('6677f99a7acf35542d8ef390', 'SOC', 'SLZ', 100, '2024-06-25', '07:44:00', 'Ryanair', '9 hours', 181)
('6677f99a7acf35542d8ef392', 'CUM', 'KGD', 100, '2024-07-01', '23:30:00', 'EasyJet', '5 hours', 337)
('6677f99a7acf35542d8ef397', 'MCO', 'ILO', 100, '2024-06-24', '00:11:00', 'EasyJet', '10 hours', 381)
('6677f99a7acf35542d8ef39c', 'PZU', 'MDC', 100, '2024-06-24', '14:32:00', 'Air France', '10 hours', 92)
('6677f99a7acf35542d8ef39d', 'PZU', 'ALG', 100, '2024-07-01', '06:56:00', 'British Airways', '8 hours', 67)
('6677f99a7acf35542d8ef39e', 'PZU', 'HER', 100, '2024-07-03', '06:10:00', 'British Airways', '6 hours', 353)
('6677f99a7acf35542d8ef3a1', 'SCU', 'SGN', 100, '2024-06-27', '10:21:00', 'British Airways', '3 hours', 78)
('6677f99a7acf35542d8ef3a2', 'SCU', 'EGS', 100, '2024-06-25', '08:22:00', 'EasyJet', '2 hours', 327)
('6677f99b7acf35542d8ef3a6', 'DAC', 'RST', 100, '2024-06-26', '23:44:00', 'Lufthansa', '12 hours', 392)
('6677f99b7acf35542d8ef3a7', 'DAC', 'ETR', 100, '2024-06-30', '08:31:00', 'Lufthansa', '14 hours', 177)
('6677f99b7acf35542d8ef3a8', 'DAC', 'CUF', 100, '2024-07-02', '06:33:00', 'Lufthansa', '14 hours', 50)
('6677f99b7acf35542d8ef3ab', 'ESB', 'XRY', 100, '2024-06-26', '22:58:00', 'British Airways', '1 hours', 188)
('6677f99b7acf35542d8ef3ac', 'ESB', 'CIJ', 100, '2024-07-03', '22:34:00', 'Lufthansa', '14 hours', 452)
('6677f99b7acf35542d8ef3ad', 'ESB', 'LEJ', 100, '2024-06-29', '05:51:00', 'EasyJet', '10 hours', 217)
('6677f99b7acf35542d8ef3ae', 'ESB', 'LJU', 100, '2024-06-24', '16:10:00', 'EasyJet', '1 hours', 108)
('6677f99b7acf35542d8ef3b0', 'GEG', 'TXN', 100, '2024-07-02', '01:28:00', 'Ryanair', '9 hours', 285)
('6677f99b7acf35542d8ef3b1', 'GEG', 'CRA', 100, '2024-06-24', '10:57:00', 'Ryanair', '2 hours', 274)
('6677f99b7acf35542d8ef3b2', 'GEG', 'VFA', 100, '2024-07-01', '09:38:00', 'EasyJet', '10 hours', 463)
('6677f99b7acf35542d8ef3b5', 'SJC', 'PVG', 100, '2024-06-27', '08:23:00', 'British Airways', '4 hours', 347)
('6677f99b7acf35542d8ef3b6', 'SJC', 'ONT', 100, '2024-06-30', '22:48:00', 'British Airways', '14 hours', 318)
('6677f99b7acf35542d8ef3b7', 'SJC', 'DAD', 100, '2024-07-01', '12:26:00', 'EasyJet', '8 hours', 66)
('6677f99b7acf35542d8ef3ba', 'ETM', 'BCN', 100, '2024-06-30', '21:02:00', 'EasyJet', '13 hours', 111)
('6677f99b7acf35542d8ef3bb', 'ETM', 'CIY', 100, '2024-06-28', '10:39:00', 'Lufthansa', '11 hours', 229)
('6677f99b7acf35542d8ef3bc', 'ETM', 'AUH', 100, '2024-06-29', '00:13:00', 'Ryanair', '3 hours', 220)
